	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-COM	I-COM	B-BRAND	I-BRAND	B-DEV	I-DEV	O
29	17	['gels', 'were', 'calibrated', 'with', 'the', 'sigma', 'marker', 'wide', 'range', '(', 'sigma', ',', 'vienna', ',', 'austria', ')', '.']	0	4.0	['sigma']	0	5.0	5.88235294117647	1	0	0	0	0	0	16
30	45	['quantitative', 'real-time', 'reverse', '$UNK$', '(', 'rt-pcr', ')', 'was', 'conducted', 'by', 'amplifying', '0.5', 'll', 'of', 'cdna', 'with', 'the', '$UNK$', 'green', '$UNK$', 'kit', '(', '$UNK$', ',', 'oy', ',', 'finland', ')', 'on', 'a', '$UNK$', 'real-time', 'detection', 'system', '(', 'mj', 'research', ',', 'watertown', ',', 'ma', ',', 'usa', ')', '.']	3	4.022222222222222	['$UNK$', 'green', '$UNK$', 'kit', '$UNK$', ',', 'oy', '$UNK$', 'real-time', 'detection', 'system', 'mj', 'research']	1	5.0	28.888888888888886	2	2	0	4	0	1	32
31	20	['$UNK$', '$UNK$', '$UNK$', 'medium', 'and', '$UNK$', 'columns', 'were', 'purchased', 'from', 'ge', 'healthcare', 'uk', 'ltd', '(', 'buckinghamshire', ',', 'uk', ')', '.']	1	4.55	['$UNK$', '$UNK$', '$UNK$', 'medium', '$UNK$', 'ge', 'healthcare', 'uk', 'ltd']	0	4.777777777777778	45.0	1	3	0	1	0	0	11
32	16	['fetal', 'bovine', 'serum', '(', 'fbs', ')', 'was', 'from', 'japan', '$UNK$', '(', 'hiroshima', ',', 'japan', ')', '.']	1	3.5	['japan', '$UNK$']	0	5.0	12.5	1	0	0	0	0	0	14
33	36	['the', 'ventricular', 'chambers', 'were', 'filled', 'with', 'an', 'inert', '$UNK$', 'polymer', '(', '$UNK$', ',', '$UNK$', 'aps', ',', 'denmark', ')', ',', 'and', 'manually', 'sliced', 'into', '$UNK$', 'thick', 'sections', 'in', '$UNK$', 'oblique', 'orientation', ',', 'starting', 'from', 'the', 'apex', '.']	6	4.583333333333333	['$UNK$', '$UNK$', 'aps']	0	4.333333333333333	8.333333333333332	0	1	0	0	0	0	33
34	49	['we', 'used', '$NUM$', 'different', 'methods', 'for', 'surface', 'finishing', ':', '$NUM$', ')', 'placing', 'the', 'models', 'in', 'an', 'acetone', 'vapor', 'bath', 'for', '$NUM$', '$UNK$', 'seconds', ',', 'and', '$NUM$', ')', 'infiltrating', 'the', 'models', 'in', 'a', 'water-based', 'impregnation', 'agent', '$UNK$', '(', '$UNK$', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'germany', ')', 'for', '$NUM$', 'minutes', '.']	4	4.530612244897959	['$UNK$', '$UNK$', '$UNK$', 'gmbh']	0	4.75	8.16326530612245	0	1	0	0	0	0	45
35	12	['the', 'final', 'models', 'used', 'for', 'analysis', 'were', 'finished', 'by', 'using', '$UNK$', '.']	1	4.5	['$UNK$']	0	5.0	8.333333333333332	0	0	0	0	0	0	11
36	91	['heart', 'rate', '(', 'hr', ')', 'was', 'recorded', 'continuously', 'throughout', 'each', 'match', 'using', 'team', 'polar', 'transmitters', '(', 'polar', 'electro', 'oy', ',', '$UNK$', ',', 'finland', ')', ',', 'and', 'values', 'were', 'categorized', 'into', '$NUM$', 'hr', 'zones', '(', 'hr', 'zone', '$NUM$', ',', '$NUM$', '%', 'maximal', 'hr', '[', '$UNK$', ']', ',', 'hr', 'zone', '$NUM$', '1/4', '$NUM$', '%', '-79', '%', '$UNK$', ',', 'hr', 'zone', '$NUM$', '1/4', '$NUM$', '%', '-89', '%', '$UNK$', ',', 'and', 'hr', 'zone', '$NUM$', '1/4', '$NUM$', '%', '-100', '%', '$UNK$', ')', 'to', 'represent', 'the', 'proportion', 'of', 'match', 'play', 'spent', 'at', 'each', 'relative', 'exercise', 'intensity', '.']	7	3.89010989010989	['team', 'polar', 'transmitters', 'polar', 'electro', 'oy']	1	5.833333333333333	6.593406593406594	1	2	1	1	1	0	85
37	42	['analysis', 'of', 'variance', '(', 'anova', ')', '(', '$UNK$', ',', '$UNK$', 'sarl', ',', 'paris', ',', 'france', ')', 'was', 'performed', 'for', 'the', 'rehydration', 'experiment', 'with', 'each', 'gene', 'to', 'evaluate', 'the', 'significance', 'of', 'variation', 'in', 'the', 'expression', 'level', 'with', 'respect', 'to', 'the', 'rehydration', 'time', '.']	0	4.619047619047619	['$UNK$', '$UNK$', 'sarl']	0	4.666666666666667	7.142857142857142	0	1	0	0	0	0	39
38	36	['the', 'morphology', 'of', 'l.', 'lactis', 'cells', 'was', 'analyzed', 'using', 'an', 'automated', 'particle', 'characterization', 'system', '(', '$UNK$', 'g3s', ',', 'malvern', 'instruments', 'sarl', ',', 'orsay', ',', 'france', ',', 'sn', ':', '$UNK$', ',', 'software', '$UNK$', 'v', '8.11', ')', '.']	3	4.444444444444445	['automated', 'particle', 'characterization', 'system', '$UNK$', 'g3s', 'malvern', 'instruments', 'sarl', '$UNK$', 'v', '8.11']	2	6.583333333333333	33.33333333333333	1	2	0	3	1	3	24
39	32	['the', 'bacterial', 'strains', 'used', 'in', 'this', 'study', ',', 'lactobacillus', '$UNK$', '$UNK$', '(', '$UNK$', ')', 'and', 'propionibacterium', '$UNK$', '$UNK$', '$UNK$', 'js', '(', 'pjs', ')', ',', 'were', 'donated', 'by', 'valio', 'oy', ',', 'finland', '.']	4	4.28125	['valio', 'oy']	1	3.5	6.25	1	1	0	0	0	0	30
40	16	['the', 'strains', 'were', 'chosen', 'as', 'representatives', 'of', 'several', 'probiotic', 'strains', 'used', 'by', 'the', 'food', 'industry', '.']	2	5.25	[]	0	-1.0	0.0	0	0	0	0	0	0	16
41	83	['for', 'this', 'step', 'of', 'the', 'modeling', ',', 'we', 'used', 'free', 'blender', 'software', '(', '$UNK$', 'sarl', ',', 'paris', ',', 'france', ')', 'to', 'enable', 'the', 'simulation', 'of', 'the', 'insertion', 'and', 'mobilization', 'of', 'the', 'aneurysm', 'clips', 'and', 'their', '$UNK$', 'in', 'the', 'surgical', 'scene', '(', 'video', '$NUM$', ',', 'supplemental', 'digital', 'content', '$NUM$', ',', '$UNK$', ',', 'which', 'excellent', 'similarity', 'between', 'the', 'visual', 'representation', 'of', 'the', 'surgical', 'scene', 'obtained', 'using', 'blender', '(', 'a', ')', 'and', 'the', 'aspect', 'of', 'the', 'operative', 'field', 'before', 'complete', 'aneurysm', 'exposure', '(', 'b', ')', '.']	9	4.614457831325301	['blender', '$UNK$']	0	6.0	2.4096385542168677	0	0	1	0	0	0	81
42	25	['this', 'treatment', 'allowed', 'the', 'complete', 'removal', 'of', 'the', 'cells', 'from', 'their', 'culture', 'plate', 'with', 'a', 'semi-automated', 'cell', 'harvester', '(', '$UNK$', 'ab', ',', 'norway', ')', '.']	2	4.72	['culture', 'plate', 'semi-automated', 'cell', 'harvester', '$UNK$', 'ab']	2	6.571428571428571	28.000000000000004	0	1	0	0	2	3	18
43	16	['incorporated', 'radioactivity', 'was', 'measured', 'with', 'a', '$UNK$', '(', '$UNK$', 'pharmacia', ',', 'uppsala', ',', 'sweden', ')', '.']	0	4.875	['$UNK$', '$UNK$', 'pharmacia']	0	6.333333333333333	18.75	0	1	0	0	0	0	13
44	30	['$UNK$', '$UNK$', 'mice', 'were', 'injected', 'subcutaneously', 'at', '$NUM$', 'a.m.', 'daily', 'with', '$NUM$', 'mg', 'dexamethasone', '(', 'sigma', ',', '$UNK$', 'chemie', 'gmbh', ',', 'buchs', ',', 'switzerland', ')', 'per', 'kg', 'body', 'weight', '.']	1	4.566666666666666	['sigma', '$UNK$', 'chemie', 'gmbh']	0	5.0	13.333333333333334	1	2	0	0	0	0	26
45	14	['treatment', 'was', 'started', '$NUM$', 'days', 'before', 'injury', 'and', 'continued', 'throughout', 'the', 'healing', 'process', '.']	2	5.714285714285714	[]	0	-1.0	0.0	0	0	0	0	0	0	14
46	24	['both', 'the', 'imrt', 'and', 'the', '$UNK$', 'plans', 'were', 'produced', 'using', 'the', 'plato', '3d', 'treatment', 'planning', 'system', '(', '$UNK$', 'b.v.', ',', 'the', 'netherlands', ')', '.']	2	4.333333333333333	['plato', '3d', '$UNK$', 'b.v.']	1	4.0	16.666666666666664	0	1	1	1	0	0	20
47	9	['for', 'each', 'patient', ',', 'two', '$UNK$', 'were', 'defined', '.']	0	3.888888888888889	[]	0	-1.0	0.0	0	0	0	0	0	0	9
48	30	"['the', 'resulting', 'plasmid', 'vectors', 'were', 'isolated', 'and', 'purified', 'using', 'the', '$UNK$', 'spin', 'plasmid', 'mini', 'two', '(', '$UNK$', 'gmbh', ',', 'berlin', ',', 'germany', ')', 'according', 'to', 'the', 'manufacturer', ""'s"", 'instructions', '.']"	2	4.9	['$UNK$', 'spin', 'plasmid', 'mini', 'two', '$UNK$', 'gmbh']	1	4.571428571428571	23.333333333333332	0	1	0	4	0	0	23
49	49	['brain', 'and', 'tg', 'samples', 'were', 'homogenized', 'by', 'shaking', 'the', 'samples', 'in', 'tubes', 'with', 'glass', 'beads', '(', 'assistant', 'ø', '$NUM$', 'mm', ',', 'vwr', 'international', 'oy', ',', 'espoo', ',', 'finland', ')', 'at', '+4', '1c', 'for', '$UNK$', 's', 'with', '$UNK$', 'ii', 'device', '(', 'medical', 'braun', 'ab', ',', 'espoo', ',', 'finland', ')', '.']	2	3.816326530612245	['tubes', 'glass', 'beads', 'vwr', 'international', 'oy', '$UNK$', 'ii', 'medical', 'braun', 'ab']	0	4.909090909090909	22.448979591836736	2	4	0	1	2	1	38
50	9	['thereafter', 'the', 'samples', 'were', 'centrifuged', 'for', '$NUM$', 's', '.']	0	5.0	[]	0	-1.0	0.0	0	0	0	0	0	0	9
51	33	['the', 'tg', 'samples', 'were', 'diluted', '1:2', 'and', 'the', 'brain', 'samples', '1:10', 'in', '$UNK$', 'medium', 'containing', '0.1', '%', 'bovine', 'serum', 'albumin', 'before', 'overlaying', 'cells', 'in', '$UNK$', 'culture', 'dishes', 'with', '0.5', 'ml', 'virus', 'dilution', '.']	1	4.757575757575758	[]	0	-1.0	0.0	0	0	0	0	0	0	33
52	46	['the', 'plasma', 'concentrations', 'of', 'glucose', ',', 'triglyceride', '(', 'tg', ')', ',', 'free', 'fatty', 'acid', '(', 'ffa', ')', ',', '$UNK$', ',', 'and', '$UNK$', 'were', 'measured', 'by', 'a', 'colorimetric', 'assay', 'using', 'an', 'automatic', 'biochemical', 'analyzer', ',', 'the', '$UNK$', '$NUM$', '(', 'vital', 'scientific', 'n.v.', ',', 'the', 'netherlands', ')', '.']	0	4.369565217391305	['automatic', 'biochemical', 'analyzer', '$UNK$', '$NUM$', 'vital', 'scientific', 'n.v.']	0	7.125	17.391304347826086	1	2	0	0	1	2	38
53	36	['moreover', ',', 'the', 'plasma', 'concentrations', 'of', 'corticosterone', 'were', 'measured', 'by', 'a', 'colorimetric', 'assay', 'using', 'a', 'corticosterone', 'elisa', 'kit', '(', 'assay', 'designs', 'inc.', ',', 'ann', 'arbor', ',', 'mi', ')', 'with', 'concentration', 'expressed', 'in', 'units', 'of', 'ng/ml', '.']	0	4.972222222222222	['corticosterone', 'elisa', 'kit', 'assay', 'designs', 'inc.']	0	6.333333333333333	16.666666666666664	1	2	0	0	1	2	30
54	29	['the', 'mass', 'median', 'diameter', 'of', 'the', 'powder', 'particles', 'are', 'measured', 'by', 'a', 'particle', 'size', 'analyzer', '(', 'malvern', '$UNK$', '$NUM$', ',', 'malvern', 'instruments', 'ltd.', ',', 'worcestershire', ',', 'uk', ')', '.']	1	4.689655172413793	['particle', 'size', 'analyzer', 'malvern', '$UNK$', '$NUM$', 'malvern', 'instruments', 'ltd.']	0	6.555555555555555	31.03448275862069	1	2	1	0	1	2	20
55	24	['true', 'densities', 'of', 'the', 'powders', 'are', 'determined', 'by', 'a', 'helium', '$UNK$', '(', '$UNK$', 'ii', '$NUM$', ',', '$UNK$', 'corp.', ',', 'ga', ',', 'usa', ')', '.']	2	3.5416666666666665	['helium', '$UNK$', '$UNK$', 'ii', '$NUM$', '$UNK$', 'corp.']	0	4.714285714285714	29.166666666666668	0	1	0	1	1	0	17
56	96	['principal', 'component', 'analysis', 'was', 'undertaken', 'using', '$UNK$', '+', '(', '$UNK$', 'ab', ',', 'umeå', ',', 'sweden', ')', 'on', '$NUM$', 'variables', ':', 'n', 'concentration', ',', 'height', ',', 'diameter', ',', 'cci', '(', '5th', 'week', ')', ',', 'leaf', 'area', ',', 'assimilation', 'rate', '(', 'fifth', 'week', ')', ',', 'root', ':', 'shoot', 'ratio', ',', 'shoot', 'biomass', ',', 'root', 'biomass', ',', 'and', 'concentrations', 'of', 'leaf', 'ct', ',', 'stem', 'ct', ',', 'root', 'ct', ',', 'leaf', 'salicylates', ',', 'leaf', 'flavonoids', ',', 'leaf', 'phenolic', 'acids', ',', 'stem', 'salicylates', ',', 'stem', 'flavonoids', ',', 'stem', 'phenolic', 'acids', ',', 'root', 'salicylates', ',', 'root', 'flavonoids', 'and', 'root', 'phenolic', 'acids', '.']	4	4.15625	['$UNK$', '+', '$UNK$', 'ab']	0	3.25	4.166666666666666	0	1	0	1	0	0	92
57	66	['growth', 'medium', 'was', 'added', '(', '0.5', '$UNK$', ')', 'for', 'one', 'day', ',', 'followed', 'by', 'addition', 'of', '$UNK$', 'differentiation', 'media', 'containing', '$UNK$', 'supplemented', 'with', '$NUM$', 'x', 'its', ',', '$NUM$', '$UNK$', 'ascorbic', 'acid', ',', '$NUM$', 'nm', 'dexamethasone', ',', '$NUM$', 'μm', 'rock', 'inhibitor', '(', '$UNK$', ';', 'axon', '$UNK$', 'bv', ',', 'groningen', ',', 'the', 'netherlands', ')', ',', '$NUM$', '$UNK$', 'proline', '(', 'sigma', ')', ',', 'and', '$NUM$', '%', '$UNK$', 'solution', '.']	3	4.287878787878788	['axon', '$UNK$', 'bv']	1	3.6666666666666665	4.545454545454546	1	1	0	0	0	0	63
58	46	['oxygen', 'consumption', 'was', 'measured', 'using', 'a', '$UNK$', '$UNK$', 'sensor', 'dish', 'reader', '(', 'sensor', 'dish', 'reader', '$UNK$', ',', '$UNK$', ')', ',', 'with', '$UNK$', 'glass', 'micro', 'plate', '(', '$NUM$', 'ml', ')', '(', '$UNK$', 'systems', 'aps', ',', '$UNK$', ',', 'denmark', ')', 'according', 'to', 'standard', 'techniques', '[', '$UNK$', ']', '.']	0	4.1521739130434785	['$UNK$', 'sensor', 'dish', 'reader', 'sensor', 'dish', 'reader', '$UNK$', '$UNK$', 'glass', 'micro', 'plate', '$UNK$', 'systems', 'aps']	0	5.133333333333334	32.608695652173914	0	2	1	2	2	4	31
