	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-PER	I-PER	B-LOC	I-LOC	B-ORG	I-ORG	B-MISC	I-MISC	O
74	9	['the', 'speaker', 'was', 'not', 'immediately', 'available', 'for', 'comment', '.']	1	5.222222222222222	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	9
75	6	['issuer', ':', 'colorado', 'health', 'fac', '.']	3	4.166666666666667	['colorado', 'health', 'fac', '.']	2	4.5	66.66666666666666	0	0	0	0	1	3	0	0	2
76	44	['two', 'tries', 'from', 'wing', 'jeff', 'wilson', 'in', 'the', 'first', 'quarter', 'gave', 'new', 'zealand', 'a', '24-11', 'lead', 'before', 'tries', 'from', 'flanker', 'ruben', 'kruger', 'and', 'scrum-half', 'joost', 'van', 'der', 'westhuizen', 'in', 'the', 'space', 'of', 'two', 'minutes', 'narrowed', 'the', 'gap', 'to', 'a', 'single', 'point', 'at', '23-24', '.']	17	4.363636363636363	['jeff', 'wilson', 'new', 'zealand', 'ruben', 'kruger', 'joost', 'van', 'der', 'westhuizen']	7	5.2	22.727272727272727	3	5	1	1	0	0	0	0	34
77	11	['the', 'july', 'index', 'matched', 'the', 'reading', 'for', 'july', ',', '$NUM$', '.']	2	3.909090909090909	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	11
78	4	['$UNK$', '(', '$UNK$', ')']	0	3.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	4
79	32	"['the', 'president', ""'s"", 'office', 'said', 'in', 'a', 'statement', 'that', 'lands', 'minister', '$UNK$', '$UNK$', 'had', 'been', 'appointed', 'legal', 'affairs', 'minister', ',', 'while', 'deputy', 'foreign', 'minister', 'peter', 'machungwa', 'would', 'take', 'over', 'from', '$UNK$', '.']"	5	5.09375	['$UNK$', '$UNK$', 'peter', 'machungwa', '$UNK$']	1	5.8	15.625	1	1	0	0	0	0	0	0	27
80	25	['shares', 'in', 'repsol', 'shot', 'up', '$NUM$', 'pesetas', 'to', '4,175', 'shortly', 'after', 'the', 'figures', ',', 'having', 'traded', 'down', '$NUM$', 'pesetas', 'before', 'the', 'figures', 'were', 'released', '.']	6	4.76	['repsol']	1	6.0	4.0	0	0	0	0	1	0	0	0	24
81	44	"['tsang', ',', 'who', 'made', 'the', 'remarks', 'during', 'a', 'visit', 'to', 'new', 'zealand', ',', 'also', 'spoke', 'strongly', 'in', 'favour', 'of', 'keeping', 'the', 'hong', 'kong', 'dollar', 'pegged', 'to', 'its', 'u.s.', 'counterpart', ',', 'and', 'said', 'negotiations', 'with', 'china', 'on', 'next', 'year', ""'s"", 'budget', 'were', 'going', 'smoothly', '.']"	9	4.318181818181818	['tsang', 'new', 'zealand', 'hong', 'kong', 'u.s.', 'china']	2	4.571428571428571	15.909090909090908	1	0	4	2	0	0	0	0	37
82	3	['new', 'york', '$UNK$']	0	4.0	['new', 'york']	0	3.5	66.66666666666666	0	0	1	1	0	0	0	0	1
83	2	['london', '$UNK$']	0	5.5	['london']	0	6.0	50.0	0	0	1	0	0	0	0	0	1
84	2	['colombo', '$UNK$']	1	6.0	['colombo']	1	7.0	50.0	0	0	1	0	0	0	0	0	1
85	20	['alejandro', 'lanusse', ',', 'the', 'former', 'dictator', 'who', 'ruled', 'argentina', 'for', 'two', 'years', ',', 'died', 'at', 'age', '$NUM$', 'on', 'monday', '.']	3	4.3	['alejandro', 'lanusse', 'argentina']	1	8.333333333333334	15.0	1	1	1	0	0	0	0	0	17
86	5	['toronto', '$NUM$', '$NUM$', '.457', '$NUM$']	1	5.2	['toronto']	0	7.0	20.0	0	0	0	0	1	0	0	0	4
87	18	['but', 'adem', 'hodzic', ',', 'one', 'of', 'the', 'refugees', 'who', 'signed', 'the', 'letter', 'of', 'complaint', ',', 'told', 'reuters', ':']	3	4.0	['adem', 'hodzic', 'reuters']	2	5.666666666666667	16.666666666666664	1	1	0	0	1	0	0	0	15
88	5	['atletico', 'madrid', '$NUM$', 'barcelona', '$NUM$']	0	6.6	['atletico', 'madrid', 'barcelona']	0	7.666666666666667	60.0	0	0	0	0	2	1	0	0	2
89	11	"['the', 'project', 'will', 'be', 'managed', 'by', 'keane', ""'s"", 'atlanta', 'office', '.']"	1	4.181818181818182	['keane', 'atlanta']	0	6.0	18.181818181818183	0	0	1	0	1	0	0	0	9
90	38	"['in', 'his', 'early', 'senate', 'years', 'he', 'was', 'seen', 'as', 'a', '""', 'prairie', 'populist', '""', ',', 'working', 'on', 'legislation', 'protecting', 'farmers', ""'"", 'prices', 'and', 'also', 'on', 'compensating', 'veterans', 'sickened', 'by', 'agent', 'orange', 'defoliant', 'spraying', 'in', 'the', 'vietnam', 'war', '.']"	13	4.684210526315789	['senate', 'agent', 'orange', 'vietnam', 'war']	4	5.4	13.157894736842104	0	0	0	0	1	0	2	2	33
91	7	['current', '$UNK$', '$NUM$', 'mln', 'loss', '$NUM$', 'mln']	2	4.571428571428571	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	7
92	2	['p.v.', 'krishnamoorthy']	2	9.0	['p.v.', 'krishnamoorthy']	2	9.0	100.0	1	1	0	0	0	0	0	0	0
93	2	['net', '56.06']	2	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	2
94	5	['+3', 'tom', 'lehman', 'through', '$NUM$']	1	4.6	['tom', 'lehman']	1	4.5	40.0	1	1	0	0	0	0	0	0	3
95	7	['keane', 'wins', 'contract', 'from', 'ing', 'units', '.']	1	4.285714285714286	['keane', 'ing']	0	4.0	28.57142857142857	0	0	0	0	2	0	0	0	5
96	6	['gluten', 'feed', 'pellets', 'spot', '-', 'unq']	4	4.166666666666667	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
97	17	['the', 'state', 'budget', 'deficit', 'was', 'originally', 'forecast', 'to', 'be', '3.19', 'trillion', 'lei', 'for', 'the', 'whole', 'year', '.']	6	4.529411764705882	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	17
98	36	['in', 'houston', ',', 'andy', 'benes', 'allowed', 'two', 'runs', 'over', 'seven', 'innings', 'and', 'royce', 'clayton', 'had', 'a', 'run-scoring', 'single', 'in', 'the', 'seventh', 'to', 'lift', 'the', 'st.', 'louis', 'cardinals', 'to', 'a', '3-2', 'victory', 'over', 'the', 'houston', 'astros', '.']	11	4.361111111111111	['houston', 'andy', 'benes', 'royce', 'clayton', 'st.', 'louis', 'cardinals', 'houston', 'astros']	8	5.8	27.77777777777778	2	2	1	0	2	3	0	0	26
99	35	['british', 'farmers', 'denied', 'on', 'thursday', 'there', 'was', 'any', 'danger', 'to', 'human', 'health', 'from', 'their', 'sheep', ',', 'but', 'expressed', 'concern', 'that', 'german', 'government', 'advice', 'to', 'consumers', 'to', 'avoid', 'british', 'lamb', 'might', 'influence', 'consumers', 'across', 'europe', '.']	10	5.285714285714286	['british', 'german', 'british', 'europe']	0	6.5	11.428571428571429	0	0	1	0	0	0	3	0	31
100	2	['seoul', '$UNK$']	0	5.0	['seoul']	0	5.0	50.0	0	0	1	0	0	0	0	0	1
101	31	['it', 'has', 'manufacturing', 'plants', 'in', 'san', 'diego', ';', 'creedmoor', ',', 'n.c.', ';', 'hampshire', ',', 'england', ';', 'and', 'tijuana', ',', 'mexico', ',', 'and', 'distributes', 'its', '$UNK$', 'in', 'more', 'than', '$NUM$', 'countries', '.']	7	4.290322580645161	['san', 'diego', 'creedmoor', 'n.c.', 'hampshire', 'england', 'tijuana', 'mexico']	5	6.25	25.806451612903224	0	0	7	1	0	0	0	0	23
102	3	['attendance', ':', '5,000']	1	5.333333333333333	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	3
103	7	['barrier', 'removed', 'to', 'brazil', 'cvrd', 'sell-off', '.']	4	5.0	['brazil', 'cvrd']	1	5.0	28.57142857142857	0	0	1	0	1	0	0	0	5
104	6	"['men', ""'s"", 'singles', ',', 'second', 'round']"	0	4.0	[]	0	-1.0	0.0	0	0	0	0	0	0	0	0	6
105	30	['the', 'costa', 'rican', 'government', 'said', 'on', 'wednesday', 'that', 'a', 'dutch', 'couple', 'abducted', 'over', 'the', 'weekend', 'from', 'a', 'tree', 'farm', 'in', 'northern', 'costa', 'rica', 'was', 'kidnapped', 'by', 'former', 'nicaraguan', 'guerrillas', '.']	7	4.966666666666667	['costa', 'rican', 'dutch', 'costa', 'rica', 'nicaraguan']	1	5.666666666666667	20.0	0	0	1	1	0	0	3	1	24
