	Length	Tokens	Unique Tokens	Avg Token Length	Entities	Unique Entities	Avg Entity Length	Density	B-COM	I-COM	B-BRAND	I-BRAND	B-DEV	I-DEV	O
10	21	['a', '$NUM$', 'mw', 'helium-neon', 'laser', 'scans', 'the', 'surface', 'of', 'the', 'skin', ',', 'and', 'light', 'back-scattered', 'from', 'moving', 'erythrocytes', 'is', 'f', '.']	4	4.619047619047619	['a', '$NUM$', 'mw', 'helium-neon', 'scans', 'the', 'surface', 'of', 'the', 'skin', ',', 'and', 'light', 'back-scattered', 'from', 'moving', 'erythrocytes', 'is', 'f', '.']	4	4.6	95.23809523809523	0	0	0	0	1	1	18
11	15	['l7', ',', 'mw', '$UNK$', 'da', ')', 'were', 'purchased', 'from', '$UNK$', 'ab', '(', 'sweden', ')', '.']	1	3.066666666666667	['l7', ',', 'mw', '$UNK$', 'da', ')', 'were', 'purchased', 'from', '$UNK$', 'ab', '(', 'sweden', ')', '.']	1	3.066666666666667	100.0	0	1	0	0	0	0	12
12	116	['$UNK$', 'modeling', 'the', 'cost-effectiveness', 'of', 'the', 'all', 'oral', ',', 'direct-acting', 'antiviral', 'regimen', 'daclatasvir', 'plus', 'sofosbuvir', 'in', 'patients', 'co-infected', 'with', 'hepatitis', 'c', 'virus', '(', 'hcv', ')', 'and', 'hiv', '$UNK$', 'p', '$NUM$', ',', 'ward', 't', '$NUM$', ',', 'webster', 's', '$NUM$', ',', '$UNK$', 'a', '$NUM$', ',', 'brenner', 'm', '$NUM$', ',', 'yuan', 'y', '$NUM$', '$NUM$', 'health', 'economics', 'and', 'outcomes', 'research', 'ltd', ',', '$UNK$', ',', 'uk', ',', '$NUM$', '$UNK$', '$UNK$', 'pharmaceuticals', 'ltd', ',', 'princeton', ',', 'nj', ',', 'usa', ',', '$NUM$', '$UNK$', '$UNK$', 'pharmaceuticals', 'ltd', ',', '$UNK$', ',', 'uk', 'objectives', ':', 'compared', 'to', 'infection', 'with', 'hepatitis', 'c', 'virus', '(', 'hcv', ')', 'alone', ',', 'patients', 'co-infected', 'with', 'hiv', 'have', 'faster', 'disease', 'progression', ',', 'decreased', 'quality', 'of', 'life', 'and', 'increased', 'rates', 'of', 'mortality', '.']	22	4.620689655172414	['$UNK$', 'modeling', 'the', 'cost-effectiveness', 'of', 'the', 'all', 'oral', ',', 'direct-acting', 'antiviral', 'regimen', 'daclatasvir', 'plus', 'sofosbuvir', 'in', 'patients', 'co-infected', 'with', 'hepatitis', 'c', 'virus', '(', 'hcv', ')', 'and', 'hiv', '$UNK$', 'p', '$NUM$', ',', 'ward', 't', '$NUM$', ',', 'webster', 's', '$NUM$', ',', '$UNK$', 'a', '$NUM$', ',', 'brenner', 'm', '$NUM$', ',', 'yuan', 'y', '$NUM$', '$NUM$', 'health', 'economics', 'and', 'outcomes', 'research', 'ltd', ',', '$UNK$', ',', 'uk', ',', '$NUM$', '$UNK$', '$UNK$', 'pharmaceuticals', 'ltd', ',', 'princeton', ',', 'nj', ',', 'usa', ',', '$NUM$', '$UNK$', '$UNK$', 'pharmaceuticals', 'ltd', ',', '$UNK$', ',', 'uk', 'objectives', ':', 'compared', 'to', 'infection', 'with', 'hepatitis', 'c', 'virus', '(', 'hcv', ')', 'alone', ',', 'patients', 'co-infected', 'with', 'hiv', 'have', 'faster', 'disease', 'progression', ',', 'decreased', 'quality', 'of', 'life', 'and', 'increased', 'rates', 'of', 'mortality', '.']	22	4.620689655172414	100.0	1	9	0	0	0	0	88
13	35	['previous', 'studies', '(', 'e.g.', '$NUM$', ')', 'have', 'shown', 'when', 'such', 'feedback', 'is', 'used', ',', 'there', 'are', 'no', 'significant', 'changes', 'in', 'the', 'levels', 'of', 'activity', 'maintained', 'by', 'the', '*', '$UNK$', 'ltd', ',', '$UNK$', ',', 'uk', '.']	1	4.0285714285714285	['previous', 'studies', '(', 'e.g.', '$NUM$', ')', 'have', 'shown', 'when', 'such', 'feedback', 'is', 'used', ',', 'there', 'are', 'no', 'significant', 'changes', 'in', 'the', 'levels', 'of', 'activity', 'maintained', 'by', 'the', '*', '$UNK$', 'ltd', ',', '$UNK$', ',', 'uk', '.']	1	4.0285714285714285	100.0	0	1	0	0	0	0	31
14	7	['water', 'was', 'used', 'in', '$UNK$', 'grade', '.']	0	3.5714285714285716	['water', 'was', 'used', 'in', '$UNK$', 'grade', '.']	0	3.5714285714285716	100.0	0	0	0	0	0	0	6
15	29	['hydrodynamic', 'diameter', 'and', 'size', 'distribution', 'of', 'the', 'nanoparticles', 'dispersed', 'in', 'an', 'aqueous', 'phase', 'were', 'measured', 'using', 'a', 'particle', 'analyzer', ',', 'model', '$UNK$', '(', '$UNK$', 'gmbh', ',', 'germany', ')', '.']	2	5.068965517241379	['hydrodynamic', 'diameter', 'and', 'size', 'distribution', 'of', 'the', 'nanoparticles', 'dispersed', 'in', 'an', 'aqueous', 'phase', 'were', 'measured', 'using', 'a', 'particle', ',', 'model', '$UNK$', '(', '$UNK$', 'gmbh', ',', 'germany', ')', '.']	2	4.964285714285714	96.55172413793103	0	1	0	0	1	1	24
16	21	['nov.', '$NUM$', 'algorithm', 'was', 'implemented', 'as', 'part', 'of', 'the', 'program', 'package', 'sage', '(', '$UNK$', 'gmbh', ',', 'heidelberg', ',', 'germany', ')', '.']	3	4.380952380952381	['nov.', '$NUM$', 'algorithm', 'was', 'implemented', 'as', 'part', 'of', 'the', 'program', 'sage', '(', '$UNK$', 'gmbh', ',', 'heidelberg', ',', 'germany', ')', '.']	3	4.25	95.23809523809523	0	1	1	0	1	1	15
17	18	['the', '$NUM$', '-', '[', '$NUM$', 'h', '$UNK$', 'glucose-specific', 'activity', 'was', 'measured', 'on', 'barium', '$UNK$', '$UNK$', 'plasma', 'samples', '.']	2	4.888888888888889	['the', '$NUM$', '-', '[', '$NUM$', 'h', '$UNK$', 'glucose-specific', 'activity', 'was', 'measured', 'on', 'barium', '$UNK$', '$UNK$', 'plasma', 'samples', '.']	2	4.888888888888889	100.0	0	0	0	0	0	0	13
18	36	['the', 'purity', 'of', 'selected', 'fractions', 'was', 'verified', 'by', 'maldi-tof', '(', '$UNK$', 'ii', '$UNK$', ';', '$UNK$', '$UNK$', 'gmbh', ',', 'germany', ')', ',', 'analytical', 'reverse-phase', 'hplc', ',', 'and', 'size', 'exclusion', 'chromatography', 'as', 'described', 'previously', '(', '$NUM$', ')', '.']	5	4.861111111111111	['the', 'purity', 'of', 'selected', 'fractions', 'was', 'verified', 'by', 'maldi-tof', '(', '$UNK$', 'ii', '$UNK$', ';', '$UNK$', '$UNK$', 'gmbh', ',', 'germany', ')', ',', 'analytical', 'reverse-phase', 'hplc', ',', 'and', 'size', 'exclusion', 'chromatography', 'as', 'described', 'previously', '(', '$NUM$', ')', '.']	5	4.861111111111111	100.0	0	1	0	1	0	0	29
19	7	['subjects', 'from', 'one', 'sequence', 'to', 'another', '.']	1	4.714285714285714	['subjects', 'from', 'one', 'sequence', 'to', 'another', '.']	1	4.714285714285714	100.0	0	0	0	0	0	0	7
20	49	['for', 'the', 'marc', 'assays', ',', 'marc', 'was', 'ground', 'to', 'a', 'fine', 'powder', 'using', 'a', '$UNK$', 'mm', '$NUM$', 'mixer', 'mill', '(', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'germany', ')', 'and', 'was', 'substituted', 'at', 'the', 'same', 'mass', 'percentage', '(', '$NUM$', '%', 'total', 'diet', 'dw', ')', 'for', 'the', 'cellulose', 'in', 'the', 'diet', '.']	6	3.6530612244897958	['for', 'the', 'marc', 'assays', ',', 'marc', 'was', 'ground', 'to', 'a', 'fine', 'powder', 'using', 'a', '$UNK$', 'mm', '$NUM$', 'mixer', 'mill', '(', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'germany', ')', 'and', 'was', 'substituted', 'at', 'the', 'same', 'mass', 'percentage', '(', '$NUM$', '%', 'total', 'diet', 'dw', ')', 'for', 'the', 'cellulose', 'in', 'the', 'diet', '.']	6	3.6530612244897958	100.0	0	1	0	3	0	0	40
21	33	['nodules', 'and', 'other', 'major', 'cell', 'aggregates', 'were', 'visualized', 'as', 'dark', 'spots', 'before', 'a', 'clear', 'background', 'using', 'an', 'electronic', 'camera', 'system', '(', 'phase', 'gmbh', ',', '$UNK$', ',', 'germany', ')', 'operating', 'at', 'maximum', 'contrast', '.']	8	4.909090909090909	['nodules', 'and', 'other', 'major', 'cell', 'aggregates', 'were', 'visualized', 'as', 'dark', 'spots', 'before', 'a', 'clear', 'background', 'using', 'an', 'electronic', '(', 'phase', 'gmbh', ',', '$UNK$', ',', 'germany', ')', 'operating', 'at', 'maximum', 'contrast', '.']	8	4.838709677419355	93.93939393939394	1	1	0	0	1	2	27
22	73	['in', 'the', 'present', 'study', ',', 'twelve', '$UNK$', '(', '$UNK$', ')', 'third-generation', 'composite', 'replicate', 'femurs', '(', 'sawbones', 'europe', 'ab', ',', '$UNK$', ',', 'sweden', ')', 'were', 'used', 'in', 'two', 'configurations', ':', '(', '$NUM$', ')', 'mdf', 'sp', ':', '$UNK$', 'oblique', 'medial', 'closing-wedge', 'sco', 'fixated', 'with', 'a', 'medial', 'angle', 'stable', 'implant', '(', '$UNK$', ',', 'synthes', ',', '$UNK$', ',', 'swiss', ')', 'and', '(', '$NUM$', ')', 'mdf', 'bp', ':', 'bi-plane', 'oblique', 'medial', '$UNK$', 'sco', '(', 'fig.', '$NUM$', ')', '.']	12	4.136986301369863	['in', 'the', 'present', 'study', ',', 'twelve', '$UNK$', '(', '$UNK$', ')', 'third-generation', 'composite', 'replicate', '(', 'sawbones', 'europe', 'ab', ',', '$UNK$', ',', 'sweden', ')', 'were', 'used', 'in', 'two', 'configurations', ':', '(', '$NUM$', ')', 'mdf', 'sp', ':', '$UNK$', 'oblique', 'medial', 'closing-wedge', 'sco', 'fixated', 'with', 'a', 'medial', 'angle', 'stable', 'implant', '(', '$UNK$', ',', 'synthes', ',', '$UNK$', ',', 'swiss', ')', 'and', '(', '$NUM$', ')', 'mdf', 'bp', ':', 'bi-plane', 'oblique', 'medial', '$UNK$', 'sco', '(', 'fig.', '$NUM$', ')', '.']	12	4.111111111111111	98.63013698630137	1	2	0	0	2	1	57
23	66	['to', 'apply', 'uniaxial', 'strain', 'to', 'the', 'protein', 'film', ',', 'one', 't-piece', 'is', 'connected', 'to', 'a', 'piezoelectric', 'motor', 'unit', '(', '$UNK$', ',', 'inchworm', 'single', 'axis', ',', '$UNK$', '$UNK$', ',', '$UNK$', ',', 'ontario', ',', 'canada', ')', 'equipped', 'with', 'an', 'integral', 'encoder', 'stage', '(', '$UNK$', ',', '$UNK$', '$UNK$', ')', 'attached', 'to', 'an', 'incremental', 'linear', 'encoder', '(', 'exe', '$UNK$', ',', 'dr.', '$UNK$', 'heidenhain', 'gmbh', ',', '$UNK$', ',', 'germany', ')', '.']	14	4.212121212121212	['to', 'apply', 'uniaxial', 'strain', 'to', 'the', 'protein', 'film', ',', 'one', 't-piece', 'is', 'connected', 'to', 'a', 'piezoelectric', '(', '$UNK$', ',', 'inchworm', 'single', 'axis', ',', '$UNK$', '$UNK$', ',', '$UNK$', ',', 'ontario', ',', 'canada', ')', 'equipped', 'with', 'an', 'integral', '(', '$UNK$', ',', '$UNK$', '$UNK$', ')', 'attached', 'to', 'an', 'incremental', '(', 'exe', '$UNK$', ',', 'dr.', '$UNK$', 'heidenhain', 'gmbh', ',', '$UNK$', ',', 'germany', ')', '.']	12	4.066666666666666	90.9090909090909	1	2	1	0	3	6	43
24	45	['after', 'critical', 'point', 'drying', ',', 'the', 'protoplasts', 'were', 'mounted', 'over', 'the', 'stubs', 'with', 'double-sided', 'conductivity', 'tape', ',', 'and', 'a', 'thin', 'layer', 'of', 'gold', 'metal', 'was', 'applied', 'over', 'the', 'samples', 'using', 'an', 'automated', 'sputter', 'coater', '(', '$UNK$', ',', 'quorum', 'technologies', 'ltd', ',', 'united', 'kingdom', ')', '.']	7	4.8	['after', 'critical', 'point', 'drying', ',', 'the', 'protoplasts', 'were', 'mounted', 'over', 'the', 'stubs', 'with', 'double-sided', 'conductivity', 'tape', ',', 'and', 'a', 'thin', 'layer', 'of', 'gold', 'metal', 'was', 'applied', 'over', 'the', 'samples', 'using', 'an', 'automated', 'sputter', '(', '$UNK$', ',', 'quorum', 'technologies', 'ltd', ',', 'united', 'kingdom', ')', '.']	6	4.7727272727272725	97.77777777777777	1	2	0	0	1	1	39
25	85	['all', 'other', 'parameters', 'were', 'analyzed', 'by', '$UNK$', 'gmbh', '(', 'vienna', ',', 'austria', ')', 'using', 'validated', 'assays', ':', '$UNK$', '®', '$UNK$', 'test', 'kit', '(', 'diagnostica', '$UNK$', ',', '$UNK$', ',', 'france', ')', 'for', '$UNK$', 'assessment', ',', 'tat', 'was', 'assessed', 'using', 'the', '$UNK$', '®', 'tat', 'micro', 'kit', '(', 'siemens', 'gmbh', ',', '$UNK$', ',', 'germany', ')', ',', 'd-dimer', 'was', 'analyzed', 'with', 'the', '$UNK$', '®', 'd-dimer', 'elisa', '(', '$UNK$', ',', 'vienna', ',', 'austria', ')', 'and', 'p-selectin', 'was', 'determined', 'using', 'the', 'human', '$UNK$', 'platinum', 'elisa', '(', '$UNK$', ',', 'ca', ')', '.']	4	4.070588235294117	['all', 'other', 'parameters', 'were', 'analyzed', 'by', '$UNK$', 'gmbh', '(', 'vienna', ',', 'austria', ')', 'using', 'validated', 'assays', ':', '$UNK$', '®', '$UNK$', 'test', 'kit', '(', 'diagnostica', '$UNK$', ',', '$UNK$', ',', 'france', ')', 'for', '$UNK$', 'assessment', ',', 'tat', 'was', 'assessed', 'using', 'the', '$UNK$', '®', 'tat', 'micro', 'kit', '(', 'siemens', 'gmbh', ',', '$UNK$', ',', 'germany', ')', ',', 'd-dimer', 'was', 'analyzed', 'with', 'the', '$UNK$', '®', 'd-dimer', 'elisa', '(', '$UNK$', ',', 'vienna', ',', 'austria', ')', 'and', 'p-selectin', 'was', 'determined', 'using', 'the', 'human', '$UNK$', 'platinum', 'elisa', '(', '$UNK$', ',', 'ca', ')', '.']	4	4.070588235294117	100.0	2	2	1	12	0	0	56
26	22	['the', 'arterial', 'blood', 'pressure', 'set', 'was', 'connected', ',', 'and', 'the', 'transducer', 'was', 'placed', 'at', 'the', 'level', 'of', 'the', 'heart', 'and', 'zeroed', '.']	1	4.318181818181818	['the', 'arterial', 'blood', 'pressure', 'set', 'was', 'connected', ',', 'and', 'the', 'transducer', 'was', 'placed', 'at', 'the', 'level', 'of', 'the', 'heart', 'and', 'zeroed', '.']	1	4.318181818181818	100.0	0	0	0	0	1	0	21
27	45	['due', 'to', 'technical', 'faults', 'we', 'lost', 'or', 'disregarded', 'as', 'evident', 'outliers', 'the', 'measurements', 'of', '$UNK$', 'analysis', 'measurements', 'were', 'performed', 'with', 'a', 'commercial', '$UNK$', '$NUM$', 'instrument', '(', '$UNK$', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'austria', ')', 'with', 'the', 'time', 'of', 'flight', 'analyser', 'operated', 'in', 'v', 'mode', '.']	9	4.866666666666666	['due', 'to', 'technical', 'faults', 'we', 'lost', 'or', 'disregarded', 'as', 'evident', 'outliers', 'the', 'measurements', 'of', '$UNK$', 'analysis', 'measurements', 'were', 'performed', 'with', 'a', 'commercial', '$UNK$', 'instrument', '(', '$UNK$', '$UNK$', 'gmbh', ',', '$UNK$', ',', 'austria', ')', 'with', 'the', 'time', 'of', 'flight', 'analyser', 'operated', 'in', 'v', 'mode', '.']	9	4.863636363636363	97.77777777777777	0	1	0	0	0	1	38
28	27	['$UNK$', 'cells', 'were', 'transfected', 'using', '$UNK$', '(', '$UNK$', 'supplied', 'by', '$UNK$', 'chemicals', 'ltd', ',', 'nottingham', ',', 'uk', ';', '$UNK$', ')', 'as', 'recommended', 'by', 'the', 'manufacturers', 'instructions', '.']	2	4.925925925925926	['$UNK$', 'cells', 'were', 'transfected', 'using', '$UNK$', '(', '$UNK$', 'supplied', 'by', '$UNK$', 'chemicals', 'ltd', ',', 'nottingham', ',', 'uk', ';', '$UNK$', ')', 'as', 'recommended', 'by', 'the', 'manufacturers', 'instructions', '.']	2	4.925925925925926	100.0	0	0	1	0	0	0	21
29	12	['$UNK$', ',', '$UNK$', 'and', '$UNK$', 'were', 'purchased', 'from', 'cayman', 'chemical', 'co.', '.']	1	4.5	['$UNK$', ',', '$UNK$', 'and', '$UNK$', 'were', 'purchased', 'from', 'cayman', 'chemical', 'co.', '.']	1	4.5	100.0	1	3	0	0	0	0	5
30	29	['in', 'the', 'present', 'study', ',', 'all', 'antagonists', 'were', 'ordered', 'commercially', '(', '$UNK$', '$UNK$', 'gmbh', ',', 'germany', ')', ',', 'and', 'were', 'freshly', 'prepared', 'and', 'dissolved', 'in', '0.9', '%', 'saline', '.']	3	4.379310344827586	['in', 'the', 'present', 'study', ',', 'all', 'antagonists', 'were', 'ordered', 'commercially', '(', '$UNK$', '$UNK$', 'gmbh', ',', 'germany', ')', ',', 'and', 'were', 'freshly', 'prepared', 'and', 'dissolved', 'in', '0.9', '%', 'saline', '.']	3	4.379310344827586	100.0	1	0	0	0	0	0	26
31	93	['having', 'been', 'blocked', 'in', 'a', 'blocking', '$UNK$', ',', 'ph', '7.5', ',', 'containing', '$NUM$', 'mm', '$UNK$', ',', '0.9', '%', '$UNK$', ',', '0.05', '%', 'tween-20', '[', '$UNK$', '$UNK$', ',', 'and', '$NUM$', '%', 'bovine', 'serum', 'albumin', ',', 'sections', 'were', 'incubated', 'with', 'primary', 'rabbit', 'polyclonal', 'antibodies', 'against', 'hcg', '(', '$UNK$', 'a/s', ',', '$UNK$', ',', 'denmark', ')', 'and', 'sheep', 'polyclonal', 'antibodies', 'against', '$UNK$', '(', '$UNK$', '$UNK$', 'gmbh', ',', 'cologne', ',', 'germany', ')', ',', 'both', 'diluted', '1:200', 'in', 'the', 'same', 'solution', 'for', '$NUM$', 'min', 'at', '$NUM$', '$UNK$', 'in', 'a', 'humidified', 'chamber', 'and', 'washed', 'for', '$NUM$', 'min', 'in', '$UNK$', '.']	5	4.247311827956989	['having', 'been', 'blocked', 'in', 'a', 'blocking', '$UNK$', ',', 'ph', '7.5', ',', 'containing', '$NUM$', 'mm', '$UNK$', ',', '0.9', '%', '$UNK$', ',', '0.05', '%', 'tween-20', '[', '$UNK$', '$UNK$', ',', 'and', '$NUM$', '%', 'bovine', 'serum', 'albumin', ',', 'sections', 'were', 'incubated', 'with', 'primary', 'rabbit', 'polyclonal', 'antibodies', 'against', 'hcg', '(', '$UNK$', 'a/s', ',', '$UNK$', ',', 'denmark', ')', 'and', 'sheep', 'polyclonal', 'antibodies', 'against', '$UNK$', '(', '$UNK$', '$UNK$', 'gmbh', ',', 'cologne', ',', 'germany', ')', ',', 'both', 'diluted', '1:200', 'in', 'the', 'same', 'solution', 'for', '$NUM$', 'min', 'at', '$NUM$', '$UNK$', 'in', 'a', 'humidified', 'and', 'washed', 'for', '$NUM$', 'min', 'in', '$UNK$', '.']	5	4.217391304347826	98.9247311827957	0	2	0	0	1	1	72
